title,authors,pub_date,abstract,keywords
Full-length RNA-Seq of the RHOH gene in human B cells reveals new exons and splicing patterns,"Frédéric Leprêtre, Jean-Pascal Meneboo, Céline Villenet, Laure Delestré, Bruno Quesnel, Carl Simon Shelley, Martin Figeac, Sylvie Galiègue-Zouitina",2024-11-16,"The RhoH protein is a member of the Ras superfamily of guanosine triphosphate-binding proteins. RhoH is an atypical Rho family member that is always GTP-bound and thus always activated. It is restrictively expressed in normal hematopoietic cells, where it is a negative regulator of cell growth and survival. We previously analyzed the RHOH gene structure and demonstrated that this gene is composed of 7 exons, one single encoding exon located at the 3ʹ extremity of the gene, preceded by 6 noncoding exons. To further understand the transcription events associated with this gene, we performed full-length RNA-Seq on 12 B-cell lines. We identified new exons, new splice events and new splice sites, leading to the discovery of 38 RHOH mRNA molecules, 27 of which have never been described before. Here, we also describe new fusion transcripts. Moreover, our method allowed quantitative measurements of the different mRNA species relative to each other in relation to B-cell differentiation.","RHOH gene, Full-length targeted mRNA-Seq, Oxford Nanopore Technologies, New exons, New transcripts, Gene fusion, B-cell differentiation"
Implications of unconventional histological subtypes on magnetic resonance imaging and oncological outcomes in patients who have undergone radical prostatectomy,"Koichiro Kurokawa, Yasutaka Yamada, Shinichi Sakamoto, Takuro Horikoshi, Kodai Sato, Sakie Nanba, Yoshihiro Kubota, Manato Kanesaka, Ayumi Fujimoto, Nobuyoshi Takeuchi, Hiroki Shibata, Tomokazu Sazuka, Yusuke Imamura, Toyonori Tsuzuki, Takashi Uno, Tomohiko Ichikawa",2024-06-27,"The prognostic significance of unconventional histology (UH) subtypes including intraductal carcinoma of the prostate (IDC-P), ductal adenocarcinoma, and cribriform pattern has been investigated for prostate cancer (PCa). However, little is known about magnetic resonance imaging (MRI) features and the oncological impact of tumor localization in localized PCa with UH. Clinical data of 211 patients with acinar adenocarcinoma (conventional histology [CH]) and 82 patients with UH who underwent robotic-assisted radical prostatectomy (RARP) were reviewed. Patients with UH are more likely to be older and have higher Gleason grade group, higher Prostate Imaging-Reporting and Data System (PI-RADS) v2.1 score, and larger tumor volume (TV) than those with CH. Multivariate analysis identified the presence of UH as an independent prognostic factor for progression-free survival (PFS) (hazard ration (HR) 2.41, 95% confidence interval (CI) 0.22–0.79, P = 0.0073). No significant difference in PFS was seen regarding tumor localization (transition zone [TZ] or peripheral zone [PZ]) in patients with UH (P = 0.8949), whereas PZ cancer showed shorter PFS in patients with CH (P = 0.0174). PCa with UH was associated with higher progression than PCa with CH among resection margin (RM)-negative cases (P < 0.0001). Further, increased PI-RADS v2.1 score did not correlate with larger TV in UH (P = 0.991), whereas a significant difference in TV was observed in CH (P < 0.0001). The prognostic significance of UH tumor was independent of tumor localization, and shorter PFS was observed even in RM-negative cases, indicating an aggressive subtype with micro-metastatic potential. Furthermore, UH tumors are more likely to harbor a large TV despite PI-RADS v2.1 score ≤ 3. These findings will help optimal perioperative management for PCa with UH.","PI-RADS v2.1, Cribriform, Intra-ductal carcinoma of the prostate, Ductal carcinoma, Radical prostatectomy"
Multiomics biomarkers were not superior to clinical variables for pan-cancer screening,"Martin Smelik, Yelin Zhao, Dina Mansour Aly, AKM Firoj Mahmud, Oleg Sysoev, Xinxiu Li, Mikael Benson",2024-11-17,"BackgroundCancer screening tests are considered pivotal for early diagnosis and survival. However, the efficacy of these tests for improving survival has recently been questioned. This study aims to test if cancer screening could be improved by biomarkers in peripheral blood based on multi-omics data.MethodsWe utilize multi-omics data from 500,000 participants in the UK Biobank. Machine learning is applied to search for proteins, metabolites, genetic variants, or clinical variables to diagnose cancers collectively and individually.ResultsHere we show that the overall performance of the potential blood biomarkers do not outperform clinical variables for collective diagnosis. However, we observe promising results for individual cancers in close proximity to peripheral blood, with an Area Under the Curve (AUC) greater than 0.8.ConclusionsOur findings suggest that the identification of blood biomarkers for cancer might be complicated by variable overlap between molecular changes in tumor tissues and peripheral blood. This explanation is supported by local proteomics analyses of different tumors, which all show high AUCs, greater than 0.9. Thus, multi-omics biomarkers for the diagnosis of individual cancers may potentially be effective, but not for groups of cancers.",
Pan-cancer analysis of oncogenic role of CEP55 and experiment validation in clear cell renal cell carcinoma,"Libin zhou, Yimeng Zhu, Fei Guo, Huimin Long, Min Yin",2024-11-16,"Immunotherapy has emerged as a vital component in the contemporary landscape of cancer treatment. Recent studies have indicated that CEP55 plays an oncogenic role; however, its specific mechanisms in promoting tumor proliferation and its potential value in prognosis and immunotherapy prediction across various cancers remain to be elucidated. CEP55 was significantly overexpressed in 22 cancer types compared with their adjacent normal tissues. Elevated CEP55 expression was positively correlated with younger onset age, worse tumor stage, lower response rate to the first treatment, lower tumor-free survival rate, and poorer overall survival (OS) and disease-free survival (DFS) prognosis in most cancers. Moreover, CEP55 expression was positively correlated with its binding and related genes, such as KIF11 (R = 0.83, P < 0.001), CDK1 (R = 0.77, P < 0.001) and CCNA2 (R = 0.76, P < 0.001), and the classic proliferation markers, including MKI67 and PCNA. Enrichment analyses indicated that CEP55 was predominantly associated with cell division, cell cycle activities and proliferation. Immune cell infiltration analysis by TIMER2.0 revealed that CEP55 expression was positively correlated with many kinds of infiltrating cells, such as Th2 cells and some CD4+ T cell subsets. The CEP55 expression was positively associated with increased MSI and TMB in various cancers. Our analyzation indicated that the CEP55 expression level in patients with complete remission (CR) or partial remission (PR) to anti-PDL1 therapy was significantly higher than patients with stable disease (SD) or progressive disease (PD) based on IMvigor210 cohort. We also used Gene Set Cancer Analysis (GSCA) to predict a serious of small molecule CEP55 targeted drugs, such as AZ628, SB52334, SB590885, A-770,041, AZD7762, Elesclomol, panobinostat, BRD-A94377914, and LRRK2-IN-1. Furthermore, the patients with high level of CEP55-posivie tumor epithelial cells had inferior overall survival in ccRCC according to single-cell analysis. Finally, our wet lab experiments verified that the CEP55-positive rate in ccRCC tissues (19/30, 63.3%) was significantly higher than that in renal adjacent tissues (10/30, 33.3%). The clinicopathologic analysis revealed that CEP55 protein level was significantly associated with tumor size (P = 0.044), histology grade (P < 0.001) and stage (P = 0.034). Our study indicated that CEP55 overexpression in most caner types was associated with poor prognosis. Notably, CEP55 was closely relevant to immune cell infiltration and impacted the response to immunotherapy and small molecule drugs against cancers.","CEP55, ccRCC, Pan-cancer analysis, Immune infiltration, Immunotherapy response, Proliferation markers"
Spatial analysis of the glioblastoma proteome reveals specific molecular signatures and markers of survival,"Marie Duhamel, Lauranne Drelich, Maxence Wisztorski, Soulaimane Aboulouard, Jean-Pascal Gimeno, Nina Ogrinc, Patrick Devos, Tristan Cardon, Michael Weller, Fabienne Escande, Fahed Zairi, Claude-Alain Maurage, Émilie Le Rhun, Isabelle Fournier, Michel Salzet",2022-11-04,"Molecular heterogeneity is a key feature of glioblastoma that impedes patient stratification and leads to large discrepancies in mean patient survival. Here, we analyze a cohort of 96 glioblastoma patients with survival ranging from a few months to over 4 years. 46 tumors are analyzed by mass spectrometry-based spatially-resolved proteomics guided by mass spectrometry imaging. Integration of protein expression and clinical information highlights three molecular groups associated with immune, neurogenesis, and tumorigenesis signatures with high intra-tumoral heterogeneity. Furthermore, a set of proteins originating from reference and alternative ORFs is found to be statistically significant based on patient survival times. Among these proteins, a 5-protein signature is associated with survival. The expression of these 5 proteins is validated by immunofluorescence on an additional cohort of 50 patients. Overall, our work characterizes distinct molecular regions within glioblastoma tissues based on protein expression, which may help guide glioblastoma prognosis and improve current glioblastoma classification.",
Serine metabolism remodeling after platinum-based chemotherapy identifies vulnerabilities in a subgroup of resistant ovarian cancers,"Tom Van Nyen, Mélanie Planque, Lilian van Wagensveld, Joao A. G. Duarte, Esther A. Zaal, Ali Talebi, Matteo Rossi, Pierre-René Körner, Lara Rizzotto, Stijn Moens, Wout De Wispelaere, Regina E. M. Baiden-Amissah, Gabe S. Sonke, Hugo M. Horlings, Guy Eelen, Emanuele Berardi, Johannes V. Swinnen, Celia R. Berkers, Peter Carmeliet, Diether Lambrechts, Ben Davidson, Reuven Agami, Sarah-Maria Fendt, Daniela Annibali, Frédéric Amant",2022-08-05,"Resistance to platinum-based chemotherapy represents a major clinical challenge for many tumors, including epithelial ovarian cancer. Patients often experience several response-relapse events, until tumors become resistant and life expectancy drops to 12–15 months. Despite improved knowledge of the molecular determinants of platinum resistance, the lack of clinical applicability limits exploitation of many potential targets, leaving patients with limited options. Serine biosynthesis has been linked to cancer growth and poor prognosis in various cancer types, however its role in platinum-resistant ovarian cancer is not known. Here, we show that a subgroup of resistant tumors decreases phosphoglycerate dehydrogenase (PHGDH) expression at relapse after platinum-based chemotherapy. Mechanistically, we observe that this phenomenon is accompanied by a specific oxidized nicotinamide adenine dinucleotide (NAD+) regenerating phenotype, which helps tumor cells in sustaining Poly (ADP-ribose) polymerase (PARP) activity under platinum treatment. Our findings reveal metabolic vulnerabilities with clinical implications for a subset of platinum resistant ovarian cancers.",
Programmable melanoma-targeted radio-immunotherapy via fusogenic liposomes functionalized with multivariate-gated aptamer assemblies,"Xijiao Ren, Rui Xue, Yan Luo, Shuang Wang, Xinyue Ge, Xuemei Yao, Liqi Li, Junxia Min, Menghuan Li, Zhong Luo, Fudi Wang",2024-06-12,"Radio-immunotherapy exploits the immunostimulatory features of ionizing radiation (IR) to enhance antitumor effects and offers emerging opportunities for treating invasive tumor indications such as melanoma. However, insufficient dose deposition and immunosuppressive microenvironment (TME) of solid tumors limit its efficacy. Here we report a programmable sequential therapeutic strategy based on multifunctional fusogenic liposomes (Lip@AUR-ACP-aptPD-L1) to overcome the intrinsic radio-immunotherapeutic resistance of solid tumors. Specifically, fusogenic liposomes are loaded with gold-containing Auranofin (AUR) and inserted with multivariate-gated aptamer assemblies (ACP) and PD-L1 aptamers in the lipid membrane, potentiating melanoma-targeted AUR delivery while transferring ACP onto cell surface through selective membrane fusion. AUR amplifies IR-induced immunogenic death of melanoma cells to release antigens and damage-associated molecular patterns such as adenosine triphosphate (ATP) for triggering adaptive antitumor immunity. AUR-sensitized radiotherapy also upregulates matrix metalloproteinase-2 (MMP-2) expression that combined with released ATP to activate ACP through an “and” logic operation-like process (AND-gate), thus triggering the in-situ release of engineered cytosine-phosphate-guanine aptamer-based immunoadjuvants (eCpG) for stimulating dendritic cell-mediated T cell priming. Furthermore, AUR inhibits tumor-intrinsic vascular endothelial growth factor signaling to suppress infiltration of immunosuppressive cells for fostering an anti-tumorigenic TME. This study offers an approach for solid tumor treatment in the clinics.",
Frequency and clinical impact of viraemia in paediatric patients undergoing therapy for cancer,"Anke Barnbrock, Annemarie Berger, Melchior Lauten, Martin Demmert, Jan-Henning Klusmann, Sandra Ciesek, Konrad Bochennek, Thomas Lehrnbecher",2024-06-27,"In contrast to transplant recipients, there is a paucity of data regarding frequency and clinical significance of viraemia in children receiving conventional chemotherapy. In a prospective observational study, we assessed the frequency of and clinical impact of viraemia with cytomegalovirus (CMV), Epstein-Barr virus (EBV), adenovirus, human herpesvirus-6 (HHV6) and herpes-simplex virus 1/2 (HSV1/2) in paediatric cancer patients at diagnosis, at a routine examination during intensive chemotherapy, and during febrile neutropenia (FN). Seventy-nine patients (median age 6 years; 66 children with haematological malignancies) were included in the study. Overall, 362 blood samples were analysed, 72 from the time at diagnosis (11.1% with positive PCR result), 118 during a regular control after chemotherapy (11.0% positive), and 159 during FN (8.8% positive). The overall positivity rate was 9.6% (CMV 3.3%, HHV6 2.7%, HSV 2.2%, EBV 0.8% and adenovirus 0.3%). There were no significant differences between FN episodes with and without viraemia in terms of duration of fever or neutropenia/lymphopenia, severity of mucositis (> II0), incidence of diarrhea and ICU admission. Our results indicate that viraemia in paediatric cancer patients generally does not have a major clinical impact, and may help in the decision regarding the indication of routine evaluation for viraemia in febrile neutropenic, but otherwise asymptomatic children.","Child, Cancer, Viraemia, Febrile neutropenia"
Mesenchymal glioma stem cells trigger vasectasia—distinct neovascularization process stimulated by extracellular vesicles carrying EGFR,"Cristiana Spinelli, Lata Adnani, Brian Meehan, Laura Montermini, Sidong Huang, Minjun Kim, Tamiko Nishimura, Sidney E. Croul, Ichiro Nakano, Yasser Riazalhosseini, Janusz Rak",2024-04-03,"Targeting neovascularization in glioblastoma (GBM) is hampered by poor understanding of the underlying mechanisms and unclear linkages to tumour molecular landscapes. Here we report that different molecular subtypes of human glioma stem cells (GSC) trigger distinct endothelial responses involving either angiogenic or circumferential vascular growth (vasectasia). The latter process is selectively triggered by mesenchymal (but not proneural) GSCs and is mediated by a subset of extracellular vesicles (EVs) able to transfer EGFR/EGFRvIII transcript to endothelial cells. Inhibition of the expression and phosphorylation of EGFR in endothelial cells, either pharmacologically (Dacomitinib) or genetically (gene editing), abolishes their EV responses in vitro and disrupts vasectasia in vivo. Therapeutic inhibition of EGFR markedly extends anticancer effects of VEGF blockade in mice, coupled with abrogation of vasectasia and prolonged survival. Thus, vasectasia driven by intercellular transfer of oncogenic EGFR may represent a new therapeutic target in a subset of GBMs.",
Comprehensive characterization of RAS mutations in colon and rectal cancers in old and young patients,"Ilya G. Serebriiskii, Caitlin Connelly, Garrett Frampton, Justin Newberg, Matthew Cooke, Vince Miller, Siraj Ali, Jeffrey S. Ross, Elizabeth Handorf, Sanjeevani Arora, Christopher Lieu, Erica A. Golemis, Joshua E. Meyer",2019-08-19,"Colorectal cancer (CRC) is increasingly appreciated as a heterogeneous disease, with factors such as microsatellite instability (MSI), cancer subsite within the colon versus rectum, and age of diagnosis associated with specific disease course and therapeutic response. Activating oncogenic mutations in KRAS and NRAS are common in CRC, driving tumor progression and influencing efficacy of both cytotoxic and targeted therapies. The RAS mutational spectrum differs substantially between tumors arising from distinct tissues. Structure-function analysis of relatively common somatic RAS mutations in G12, Q61, and other codons is characterized by differing potency and modes of action. Here we show the mutational profile of KRAS, NRAS, and the less common HRAS in 13,336 CRC tumors, comparing the frequency of specific mutations based on age of diagnosis, MSI status, and colon versus rectum subsite. We identify mutation hotspots, and unexpected differences in mutation spectrum, based on these clinical parameters.",
Integrated molecular characterization of chondrosarcoma reveals critical determinants of disease progression,"Rémy Nicolle, Mira Ayadi, Anne Gomez-Brouchet, Lucile Armenoult, Guillaume Banneau, Nabila Elarouci, Matthias Tallegas, Anne-Valérie Decouvelaere, Sébastien Aubert, Françoise Rédini, Béatrice Marie, Corinne Labit-Bouvier, Nicolas Reina, Marie Karanian, Louis-Romée le Nail, Philippe Anract, François Gouin, Frédérique Larousserie, Aurélien de Reyniès, Gonzague de Pinieux",2019-10-11,"Chondrosarcomas are primary cancers of cartilaginous tissue with highly contrasting prognoses. These tumors are defined by recurrent mutations in the IDH genes and other genetic alterations including inactivation of CDKN2A and COL2A1; however, these have no clinical value. Here we use multi-omics molecular profiles from a series of cartilage tumors and find an mRNA classification that identifies two subtypes of chondrosarcomas defined by a balance in tumor differentiation and cell cycle activation. The microRNA classification reveals the importance of the loss of expression of the 14q32 locus in defining the level of malignancy. Finally, DNA methylation is associated with IDH mutations. We can use the multi-omics classifications to predict outcome. We propose an mRNA-only classifier to reproduce the integrated multi-omics classification, and its application to relapsed tumor samples shows the progressive nature of the classification. Thus, it may be possible to use mRNA-based signatures to detect patients with high-risk chondrosarcomas.",
AURKB as a target in non-small cell lung cancer with acquired resistance to anti-EGFR therapy,"Jordi Bertran-Alamillo, Valérie Cattan, Marie Schoumacher, Jordi Codony-Servat, Ana Giménez-Capitán, Frédérique Cantero, Mike Burbridge, Sonia Rodríguez, Cristina Teixidó, Ruth Roman, Josep Castellví, Silvia García-Román, Carles Codony-Servat, Santiago Viteri, Andrés-Felipe Cardona, Niki Karachaliou, Rafael Rosell, Miguel-Angel Molina-Vila",2019-04-18,"Non-small cell lung cancer (NSCLC) tumors harboring mutations in EGFR ultimately relapse to therapy with EGFR tyrosine kinase inhibitors (EGFR TKIs). Here, we show that resistant cells without the p.T790M or other acquired mutations are sensitive to the Aurora B (AURKB) inhibitors barasertib and S49076. Phospho-histone H3 (pH3), a major product of AURKB, is increased in most resistant cells and treatment with AURKB inhibitors reduces the levels of pH3, triggering G1/S arrest and polyploidy. Senescence is subsequently induced in cells with acquired mutations while, in their absence, polyploidy is followed by cell death. Finally, in NSCLC patients, pH3 levels are increased after progression on EGFR TKIs and high pH3 baseline correlates with shorter survival. Our results reveal that AURKB activation is associated with acquired resistance to EGFR TKIs, and that AURKB constitutes a potential target in NSCLC progressing to anti-EGFR therapy and not carrying resistance mutations.",
The new-generation selective ROS1/NTRK inhibitor DS-6051b overcomes crizotinib resistant ROS1-G2032R mutation in preclinical models,"Ryohei Katayama, Bo Gong, Noriko Togashi, Masaya Miyamoto, Masaki Kiga, Shiho Iwasaki, Yasuki Kamai, Yuichi Tominaga, Yasuyuki Takeda, Yoshiko Kagoshima, Yuki Shimizu, Yosuke Seto, Tomoko Oh-hara, Sumie Koike, Naoki Nakao, Hiroyuki Hanzawa, Kengo Watanabe, Satoshi Yoda, Noriko Yanagitani, Aaron N. Hata, Alice T. Shaw, Makoto Nishio, Naoya Fujita, Takeshi Isoyama",2019-08-09,"ROS1 gene rearrangement was observed in around 1–2 % of NSCLC patients and in several other cancers such as cholangiocarcinoma, glioblastoma, or colorectal cancer. Crizotinib, an ALK/ROS1/MET inhibitor, is highly effective against ROS1-rearranged lung cancer and is used in clinic. However, crizotinib resistance is an emerging issue, and several resistance mechanisms, such as secondary kinase-domain mutations (e.g., ROS1-G2032R) have been identified in crizotinib-refractory patients. Here we characterize a new selective ROS1/NTRK inhibitor, DS-6051b, in preclinical models of ROS1- or NTRK-rearranged cancers. DS-6051b induces dramatic growth inhibition of both wild type and G2032R mutant ROS1–rearranged cancers or NTRK-rearranged cancers in vitro and in vivo. Here we report that DS-6051b is effective in treating ROS1- or NTRK-rearranged cancer in preclinical models, including crizotinib-resistant ROS1 positive cancer with secondary kinase domain mutations especially G2032R mutation which is highly resistant to crizotinib as well as lorlatinib and entrectinib, next generation ROS1 inhibitors.",
LncRNA-p21 alters the antiandrogen enzalutamide-induced prostate cancer neuroendocrine differentiation via modulating the EZH2/STAT3 signaling,"Jie Luo, Keliang Wang, Shuyuan Yeh, Yin Sun, Liang Liang, Yao Xiao, Wanhai Xu, Yuanjie Niu, Liang Cheng, Sankar N. Maity, Runze Jiang, Chawnshang Chang",2019-06-12,"While the antiandrogen enzalutamide (Enz) extends the castration resistant prostate cancer (CRPC) patients’ survival an extra 4.8 months, it might also result in some adverse effects via inducing the neuroendocrine differentiation (NED). Here we found that lncRNA-p21 is highly expressed in the NEPC patients derived xenograft tissues (NEPC-PDX). Results from cell lines and human clinical sample surveys also revealed that lncRNA-p21 expression is up-regulated in NEPC and Enz treatment could increase the lncRNA-p21 to induce the NED. Mechanism dissection revealed that Enz could promote the lncRNA-p21 transcription via altering the androgen receptor (AR) binding to different androgen-response-elements, which switch the EZH2 function from histone-methyltransferase to non-histone methyltransferase, consequently methylating the STAT3 to promote the NED. Preclinical studies using the PDX mouse model proved that EZH2 inhibitor could block the Enz-induced NED. Together, these results suggest targeting the Enz/AR/lncRNA-p21/EZH2/STAT3 signaling may help urologists to develop a treatment for better suppression of the human CRPC progression.",
Immunostimulatory nanomedicines synergize with checkpoint blockade immunotherapy to eradicate colorectal tumors,"Xiaopin Duan, Christina Chan, Wenbo Han, Nining Guo, Ralph R. Weichselbaum, Wenbin Lin",2019-04-23,"Nanoparticles can potentially stimulate tumour microenvironments to elicit antitumour immunity. Herein, we demonstrate effective immunotherapy of colorectal cancer via systemic delivery of an immunostimulatory chemotherapeutic combination in nanoscale coordination polymer (NCP) core-shell particles. Oxaliplatin and dihydroartemesinin have contrasting physicochemical properties but strong synergy in reactive oxygen species (ROS) generation and anticancer activity. The combined ROS generation is harnessed for immune activation to synergize with an anti-PD-L1 antibody for the treatment of murine colorectal cancer tumours. The favourable biodistribution and tumour uptake of NCPs and the absence of peripheral neuropathy allow for repeated dosing to afford 100% tumour eradication. The involvement of innate and adaptive immune systems elicit strong and long lasting antitumour immunity which prevents tumour formation when cured mice are challenged with cancer cells. The intrinsically biodegradable, well tolerated, and systemically available immunostimulatory NCP promises to enter clinical testing as an immunotherapy against colorectal cancer.",
Gadd45g insufficiency drives the pathogenesis of myeloproliferative neoplasms,"Peiwen Zhang, Na You, Yiyi Ding, Wenqi Zhu, Nan Wang, Yueqiao Xie, Wanling Huang, Qian Ren, Tiejun Qin, Rongfeng Fu, Lei Zhang, Zhijian Xiao, Tao Cheng, Xiaotong Ma",2024-04-06,"Despite the identification of driver mutations leading to the initiation of myeloproliferative neoplasms (MPNs), the molecular pathogenesis of MPNs remains incompletely understood. Here, we demonstrate that growth arrest and DNA damage inducible gamma (GADD45g) is expressed at significantly lower levels in patients with MPNs, and JAK2V617F mutation and histone deacetylation contribute to its reduced expression. Downregulation of GADD45g plays a tumor-promoting role in human MPN cells. Gadd45g insufficiency in the murine hematopoietic system alone leads to significantly enhanced growth and self-renewal capacity of myeloid-biased hematopoietic stem cells, and the development of phenotypes resembling MPNs. Mechanistically, the pathogenic role of GADD45g insufficiency is mediated through a cascade of activations of RAC2, PAK1 and PI3K-AKT signaling pathways. These data characterize GADD45g deficiency as a novel pathogenic factor in MPNs.",
"Concomitant medication, comorbidity and survival in patients with breast cancer","Elise Dumas, Beatriz Grandal Rejo, Paul Gougis, Sophie Houzard, Judith Abécassis, Floriane Jochum, Benjamin Marande, Annabelle Ballesta, Elaine Del Nery, Thierry Dubois, Samar Alsafadi, Bernard Asselain, Aurélien Latouche, Marc Espie, Enora Laas, Florence Coussy, Clémentine Bouchez, Jean-Yves Pierga, Christine Le Bihan-Benjamin, Philippe-Jean Bousquet, Judicaël Hotton, Chloé-Agathe Azencott, Fabien Reyal, Anne-Sophie Hamy",2024-04-05,"Between 30% and 70% of patients with breast cancer have pre-existing chronic conditions, and more than half are on long-term non-cancer medication at the time of diagnosis. Preliminary epidemiological evidence suggests that some non-cancer medications may affect breast cancer risk, recurrence, and survival. In this nationwide cohort study, we assessed the association between medication use at breast cancer diagnosis and survival. We included 235,368 French women with newly diagnosed non-metastatic breast cancer. In analyzes of 288 medications, we identified eight medications positively associated with either overall survival or disease-free survival: rabeprazole, alverine, atenolol, simvastatin, rosuvastatin, estriol (vaginal or transmucosal), nomegestrol, and hypromellose; and eight medications negatively associated with overall survival or disease-free survival: ferrous fumarate, prednisolone, carbimazole, pristinamycin, oxazepam, alprazolam, hydroxyzine, and mianserin. Full results are available online from an interactive platform (https://adrenaline.curie.fr). This resource provides hypotheses for drugs that may naturally influence breast cancer evolution.",
The genomic landscape of Epstein-Barr virus-associated pulmonary lymphoepithelioma-like carcinoma,"Shaodong Hong, Dongbing Liu, Shuzhen Luo, Wenfeng Fang, Jianhua Zhan, Sha Fu, Yaxiong Zhang, Xuan Wu, Huaqiang Zhou, Xi Chen, Gang Chen, Zhonghan Zhang, Qiufan Zheng, Xiaobo Li, Jinghao Chen, Xingmin Liu, Mengyue Lei, Chen Ye, Jian Wang, Huanming Yang, Xun Xu, Shida Zhu, Yunpeng Yang, Yuanyuan Zhao, Ningning Zhou, Hongyun Zhao, Yan Huang, Lanjun Zhang, Kui Wu, Li Zhang",2019-07-16,"Pulmonary lymphoepithelioma-like carcinoma (LELC) is a rare and distinct subtype of primary lung cancer characterized by Epstein-Barr virus (EBV) infection. Herein, we reported the mutational landscape of pulmonary LELC using whole-exome sequencing, targeted deep sequencing and single-nucleotide polymorphism arrays. We identify a low degree of somatic mutation but widespread existence of copy number variations. We reveal predominant signature 2 mutations and frequent loss of type I interferon genes that are involved in the host-virus counteraction. Integrated analysis shows enrichment of genetic lesions affecting several critical pathways, including NF-κB, JAK/STAT, and cell cycle. Notably, multi-dimensional comparison unveils that pulmonary LELC resemble NPC but are clearly different from other lung cancers, natural killer/T-cell lymphoma or EBV-related gastric cancer in terms of genetic features. In all, our study illustrates a distinct genomic landscape of pulmonary LELC and provides a road map to facilitate genome-guided personalized treatment.",
Accelerated DNA replication fork speed due to loss of R-loops in myelodysplastic syndromes with SF3B1 mutation,"David Rombaut, Carine Lefèvre, Tony Rached, Sabrina Bondu, Anne Letessier, Raphael M. Mangione, Batoul Farhat, Auriane Lesieur-Pasquier, Daisy Castillo-Guzman, Ismael Boussaid, Chloé Friedrich, Aurore Tourville, Magali De Carvalho, Françoise Levavasseur, Marjorie Leduc, Morgane Le Gall, Sarah Battault, Marie Temple, Alexandre Houy, Didier Bouscary, Lise Willems, Sophie Park, Sophie Raynaud, Thomas Cluzeau, Emmanuelle Clappier, Pierre Fenaux, Lionel Adès, Raphael Margueron, Michel Wassef, Samar Alsafadi, Nicolas Chapuis, Olivier Kosmider, Eric Solary, Angelos Constantinou, Marc-Henri Stern, Nathalie Droin, Benoit Palancade, Benoit Miotto, Frédéric Chédin, Michaela Fontenay",2024-04-08,"Myelodysplastic syndromes (MDS) with mutated SF3B1 gene present features including a favourable outcome distinct from MDS with mutations in other splicing factor genes SRSF2 or U2AF1. Molecular bases of these divergences are poorly understood. Here we find that SF3B1-mutated MDS show reduced R-loop formation predominating in gene bodies associated with intron retention reduction, not found in U2AF1- or SRSF2-mutated MDS. Compared to erythroblasts from SRSF2- or U2AF1-mutated patients, SF3B1-mutated erythroblasts exhibit augmented DNA synthesis, accelerated replication forks, and single-stranded DNA exposure upon differentiation. Importantly, histone deacetylase inhibition using vorinostat restores R-loop formation, slows down DNA replication forks and improves SF3B1-mutated erythroblast differentiation. In conclusion, loss of R-loops with associated DNA replication stress represents a hallmark of SF3B1-mutated MDS ineffective erythropoiesis, which could be used as a therapeutic target.",
Genomic and epigenomic integrative subtypes of renal cell carcinoma in a Japanese cohort,"Akihiko Fukagawa, Natsuko Hama, Yasushi Totoki, Hiromi Nakamura, Yasuhito Arai, Mihoko Saito-Adachi, Akiko Maeshima, Yoshiyuki Matsui, Shinichi Yachida, Tetsuo Ushiku, Tatsuhiro Shibata",2023-12-16,"Renal cell carcinoma (RCC) comprises several histological types characterised by different genomic and epigenomic aberrations; however, the molecular pathogenesis of each type still requires further exploration. We perform whole-genome sequencing of 128 Japanese RCC cases of different histology to elucidate the significant somatic alterations and mutagenesis processes. We also perform transcriptomic and epigenomic sequencing to identify distinguishing features, including assay for transposase-accessible chromatin sequencing (ATAC-seq) and methyl sequencing. Genomic analysis reveals that the mutational signature differs among the histological types, suggesting that different carcinogenic factors drive each histology. From the ATAC-seq results, master transcription factors are identified for each histology. Furthermore, clear cell RCC is classified into three epi-subtypes, one of which expresses highly immune checkpoint molecules with frequent loss of chromosome 14q. These genomic and epigenomic features may lead to the development of effective therapeutic strategies for RCC.",
Epigenetic profiling for the molecular classification of metastatic brain tumors,"Javier I.  J. Orozco, Theo A. Knijnenburg, Ayla O. Manughian-Peter, Matthew P. Salomon, Garni Barkhoudarian, John R. Jalas, James S. Wilmott, Parvinder Hothi, Xiaowen Wang, Yuki Takasumi, Michael E. Buckland, John F. Thompson, Georgina V. Long, Charles S. Cobbs, Ilya Shmulevich, Daniel F. Kelly, Richard A. Scolyer, Dave S. B. Hoon, Diego M. Marzese",2018-11-06,"Optimal treatment of brain metastases is often hindered by limitations in diagnostic capabilities. To meet this challenge, here we profile DNA methylomes of the three most frequent types of brain metastases: melanoma, breast, and lung cancers (n = 96). Using supervised machine learning and integration of DNA methylomes from normal, primary, and metastatic tumor specimens (n = 1860), we unravel epigenetic signatures specific to each type of metastatic brain tumor and constructed a three-step DNA methylation-based classifier (BrainMETH) that categorizes brain metastases according to the tissue of origin and therapeutically relevant subtypes. BrainMETH predictions are supported by routine histopathologic evaluation. We further characterize and validate the most predictive genomic regions in a large cohort of brain tumors (n = 165) using quantitative-methylation-specific PCR. Our study highlights the importance of brain tumor-defining epigenetic alterations, which can be utilized to further develop DNA methylation profiling as a critical tool in the histomolecular stratification of patients with brain metastases.",
